M130003512,東京都港区東麻布２－２３－６ 東麻布シティハウス201,03-6432-0569
M130003517,東京都港区南麻布４－２－２５ ティーツーピーアルファ203,03-5366-5959
M130003544,東京都港区赤坂２－２２－１２ グラナード六本木301,03-3478-7244
M130003592,東京都港区六本木３－３－１７ ソレアード六本木802,090-4438-7312
M130003646,東京都港区南青山４－１５－２５ Ｏｍｏｔｅｓａｎｄｏ ｈｏｕｓｅ 102,090-8874-5607  
M130003705,東京都港区六本木３－３－１７ ソレアード六本木902,090-1667-9157
M130003866,東京都港区赤坂２－８－１３ 赤坂こうゆうビル601,03-6689-2000
M130003879,東京都港区赤坂２－８－１３ 赤坂こうゆうビル801,03-6689-2000
M130003884,東京都港区南青山４－１５－２５,
M130003892,東京都港区東麻布１－２９－９ プリンセスコート東麻布501,03-4405-9420
M130003897,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 101 ,080-3916-0658
M130003901,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 201 ,080-3916-0658
M130003905,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 202 ,080-3916-0658
M130003907,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 301 ,080-3916-0658
M130003908,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 302 ,080-3916-0658
M130003910,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 303 ,080-3916-0658
M130003911,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 304 ,080-3916-0658
M130003913,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 401 ,080-3916-0658
M130003914,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 402 ,080-3916-0658
M130003915,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 601 ,080-3916-0658
M130003918,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 602 ,080-3916-0658
M130003919,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 803 ,080-3916-0658
M130003920,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 1002,080-3916-0658
M130003959,東京都港区芝１－１３－１９ モービルワン4Ｆ,
M130004235,東京都港区海岸１―１３―１９ 浜松町ビジネスマンション717,03-6629-2097
M130004236,東京都港区六本木３－３－１７ ソレアード六本木503,090-1667-9157  
M130004315,東京都港区元麻布２－１１－５３ ゴメッツ元麻布204,
M130004486,東京都港区海岸１－１３－１９ 浜松町ビジネスマンション 610,03-3577-9866
M130004487,東京都港区高輪２－１－２６ 1階,080-2234-8554
M130004576,東京都港区赤坂６－１９－５３ クレド六本木,
M130004726,東京都港区赤坂２－８－１３ 赤坂こうゆうビル603  ,03-3577-9866
M130004727,東京都港区赤坂２－８－１３ 赤坂こうゆうビル702  ,03-3577-9866
M130004972,東京都港区北青山３－８－４ サンテックス岡本304  ,03-3499-5969  
M130004974,東京都港区東麻布１－２４－４ ＦＬＥＧ東麻布301  ,050-1745-9707
M130004975,東京都港区東麻布１－２４－４ ＦＬＥＧ東麻布401  ,050-1745-9707
M130004976,東京都港区東麻布１－２４－４ ＦＬＥＧ東麻布601  ,050-1745-9707
M130004977,東京都港区東麻布１－２４－４ ＦＬＥＧ東麻布801  ,050-1745-9707
M130004978,東京都港区東麻布１－２４－４ ＦＬＥＧ東麻布901  ,050-1745-9707
M130005133,東京都港区赤坂４－１１－１１ グランツ赤坂101  ,03-6661-7734
M130005134,東京都港区赤坂４－１１－１１ グランツ赤坂102  ,03-6661-7734
M130005137,東京都港区赤坂４－１１－１１ グランツ赤坂103  ,03-6661-7734
M130005139,東京都港区赤坂４－１１－１１ グランツ赤坂201  ,03-6661-7734
M130005141,東京都港区赤坂４－１１－１１ グランツ赤坂202  ,03-6661-7734
M130005142,東京都港区赤坂４－１１－１１ グランツ赤坂203  ,03-6661-7734
M130005143,東京都港区赤坂４－１１－１１ グランツ赤坂301  ,03-6661-7734
M130005183,東京都港区六本木３－３－１７ ソレアード六本木801, 03-6432-0569
M130005435,東京都港区西新橋１－１９－５ Ｅａｓｔ Ｔｏｒａｎｏｍｏｎ2Ｆ,03-3226-3335
M130005438,東京都港区六本木３－８－３ 遠藤ビル101  ,03-5797-7900
M130005527,東京都港区海岸１－１３－１９ 浜松町ビジネスマンション209  ,03-6273-9301
M130005541,東京都港区赤坂２－２２－１２ グラナード六本木101  ,090-5410-7741
M130005558,東京都港区芝５－２３－２ クラウンズゲート三田201  ,090-9810-6422
M130005561,東京都港区芝５－２３－２ クラウンズゲート三田401  ,090-9810-6422
M130005810,東京都港区浜松町１－２６－６ ハーモニーレジデンス浜松町201  ,03-6273-9301
M130005811,東京都港区浜松町１－２６－６ ハーモニーレジデンス浜松町202  ,03-6273-9301
M130005812,東京都港区浜松町１－２６－６ ハーモニーレジデンス浜松町203  ,03-6273-9301
M130005985,東京都港区麻布十番３－９－６ スバルＭビル201,03-6721-0933
M130005995,東京都港区高輪４－２０－２０ 東京アパートメンツ品川101 ,050-5846-9550
M130006001,東京都港区高輪４－２０－２０ 東京アパートメンツ品川102 ,050-5846-9550
M130006004,東京都港区高輪４－２０－２０ 東京アパートメンツ品川103 ,050-5846-9550
M130006007,東京都港区高輪４－２０－２０ 東京アパートメンツ品川104 ,050-5846-9550
M130006008,東京都港区高輪４－２０－２０ 東京アパートメンツ品川201 ,050-5846-9550
M130006009,東京都港区高輪４－２０－２０ 東京アパートメンツ品川202 ,050-5846-9550
M130006010,東京都港区高輪４－２０－２０ 東京アパートメンツ品川203 ,050-5846-9550
M130006011,東京都港区高輪４－２０－２０ 東京アパートメンツ品川204 ,050-5846-9550
M130006012,東京都港区高輪４－２０－２０ 東京アパートメンツ品川205 ,050-5846-9550
M130006018,東京都港区高輪４－２０－２０ 東京アパートメンツ品川301 ,050-5846-9550
M130006040,東京都港区高輪４－２０－２０ 東京アパートメンツ品川302 ,050-5846-9550
M130006046,東京都港区高輪４－２０－２０ 東京アパートメンツ品川303 ,050-5846-9550
M130006047,東京都港区高輪４－２０－２０ 東京アパートメンツ品川304 ,050-5846-9550
M130006051,東京都港区高輪４－２０－２０ 東京アパートメンツ品川305 ,050-5846-9550
M130006054,東京都港区高輪４－２０－２０ 東京アパートメンツ品川401 ,050-5846-9550
M130006057,東京都港区高輪４－２０－２０ 東京アパートメンツ品川402 ,050-5846-9550
M130006181,東京都港区赤坂５－４－１２ YY赤坂ビル3F  ,03-6455-4508
M130006183,東京都港区赤坂５－４－１２ YY赤坂ビル4F  ,03-6455-4508
M130006194,東京都港区南青山２－９－３０,
M130006254,東京都港区新橋６－２０－８ ミナトテラス102  ,03-6806-7683
M130006263,東京都港区高輪４－６－１０ ビュロー高輪201  ,0120-880-659
M130006265,東京都港区高輪４－６－１０ ビュロー高輪202  ,0120-880-659
M130006266,東京都港区高輪４－６－１０ ビュロー高輪203  ,0120-880-659
M130006268,東京都港区高輪４－６－１０ ビュロー高輪204  ,0120-880-659
M130006269,東京都港区高輪４－６－１０ ビュロー高輪303  ,0120-880-659
M130006271,東京都港区高輪４－６－１０ ビュロー高輪304  ,0120-880-659
M130006272,東京都港区高輪４－６－１０ ビュロー高輪305  ,0120-880-659
M130006274,東京都港区高輪４－６－１０ ビュロー高輪306  ,0120-880-659
M130006275,東京都港区高輪４－６－１０ ビュロー高輪406  ,0120-880-659
M130006276,東京都港区高輪４－６－１０ ビュロー高輪505  ,0120-880-659
M130006277,東京都港区高輪４－６－１０ ビュロー高輪603  ,0120-880-659
M130006278,東京都港区高輪４－６－１０ ビュロー高輪604  ,0120-880-659
M130006283,東京都港区高輪４－６－１０ ビュロー高輪701  ,0120-880-659
M130006285,東京都港区高輪４－６－１０ ビュロー高輪703  ,0120-880-659
M130006542,東京都港区赤坂５－５－１５ アカシヤビル1F,03-3588-1668  
M130006544,東京都港区浜松町１－１２－２ 東武ハイライン大門701,03-5549-2442
M130006773,東京都港区西麻布１－８－１２,03-6868-3025
M130006831,東京都港区浜松町１－１２－２ 東武ハイライン大門201,050-3749-3156
M130006873,東京都港区六本木３－３－１７ ソレアード六本木901,090-1667-9157
M130007664,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台203, 03-6459-1615
M130007666,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台302, 03-6459-1615
M130007668,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台304, 03-6459-1615
M130007669,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台402, 03-6459-1615
M130007671,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台403, 03-6459-1615
M130007672,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台404, 03-6459-1615
M130007673,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台502, 03-6459-1615
M130007674,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台504, 03-6459-1615
M130007675,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台602, 03-6459-1615
M130007676,東京都港区麻布台２－４－１ オークウッドアパートメンツ麻布台604, 03-6459-1615
M130007728,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目 801,080-3916-0658
M130007729,東京都港区六本木５－１０－３１ シーマックス六本木3F,090-6001-6527
M130007732,東京都港区西新橋３－２３－７ 西新橋ビル７F,070-1258-9252
M130007735,東京都港区六本木７－１１－２４,03-6874-9175
M130007811,東京都港区新橋６－２０－８ ミナトテラス101,050-3718-9661
M130008169,東京都港区赤坂２－８－１３ 赤坂こうゆうビル602,03-5797-7900
M130008175,東京都港区赤坂４－１０－２１ ＧＳＴ赤坂タンゴ202,
M130008295,東京都港区赤坂４－１０－２１ ＧＳＴ101,090-8811-7447
M130008302,東京都港区南麻布２－７－２５ ストーク麻布201,090-6309-4413  
M130008427,東京都港区白金５－７－７, 03-6453-6849
M130008553,東京都港区芝浦１－７－１５,03-6869-5540
M130008787,東京都港区南青山１－１５－３２ 南青山レジデンス201,03-6420-3449
M130008793,東京都港区赤坂６－３－９ 赤坂リベロ201,03-6629-2097
M130009066,東京都港区芝３－１２－９ Tokyo Sunshine Tower301  ,080-4899-3331
M130009068,東京都港区芝３－１２－９ Tokyo Sunshine Tower302  ,080-4899-3331
M130009069,東京都港区芝３－１２－９ Tokyo Sunshine Tower303  ,080-4899-3331
M130009071,東京都港区芝３－１２－９ Tokyo Sunshine Tower503  ,080-4899-3331
M130009147,東京都港区南青山４－１５－３１ Ｖｉｌｌａ ＩＳＩＳ南青山 C103,
M130009150,東京都港区南青山４－１５－３１ Ｖｉｌｌａ ＩＳＩＳ南青山 F203,
M130009156,東京都港区南青山４－１５－３１ Ｖｉｌｌａ ＩＳＩＳ南青山 G301,
M130009790,東京都港区海岸１－１３－１９ 浜松町ビジネスマンション616, 03-6689-2000
M130009797,東京都港区芝大門１－７－４ トーア芝ガーデン201, 050-5327-6845
M130009799,東京都港区芝大門１－７－４ トーア芝ガーデン301,050-5327-6845
M130009847,東京都港区赤坂６－１５－９ ACハウス1F,050-3579-7392
M130009848,東京都港区赤坂６－１５－９ ACハウス2F,050-3579-7392
M130009851,東京都港区赤坂３－１５－６ ホーヨー東京レジデンス赤坂３丁目902,080-3916-0658
M130009991,東京都港区赤坂４－４－１６ クレスト赤坂202,090-1667-9157
M130010053,東京都港区六本木３－４－３ 正木ビル303,080-9996-6289
M130010058,東京都港区海岸１－１３－１９ 浜松町ビジネスマンション503,080-9996-6289
M130010334,東京都港区麻布十番１－２－９ 新一の橋ハイツ501,090-4438-7312
M130010364,東京都港区麻布十番１－２－９ 新一の橋ハイツ601,090-4438-7312
M130010365,東京都港区麻布十番１－２－９ 新一の橋ハイツ602,090-4438-7312
