あかおか,あかおか,39,,土佐くろしお鉄道阿佐線,
赤川,あかがわ,2,202,ＪＲ東日本　大湊線,
赤城,あかぎ,10,,東武桐生線,上毛電気鉄道上毛線
赤木,あかぎ,20,922,ＪＲ東海　飯田線,
赤倉温泉,あかくらおんせん,6,,ＪＲ東日本　陸羽東線,
赤坂,あかさか,10,507,上毛電気鉄道上毛線,
赤坂,あかさか,13,678,営団千代田線,
赤坂,あかさか,19,889,富士急行大月線,
赤坂,あかさか,40,1659,福岡市営１号線,
赤坂上,あかさかうえ,20,916,上田交通別所線,
赤坂田,あかさかた,3,,ＪＲ東日本　花輪線,
赤坂見附,あかさかみつけ,13,678,営団銀座線,営団丸ノ内線
赤碕,あかさき,31,,ＪＲ西日本　山陰本線,
赤迫,あかさこ,42,1742,＃長崎電気軌道[赤迫支線],
明石,あかし,28,1322,ＪＲ西日本　山陽本線,
明科,あかしな,20,,ＪＲ東日本　篠ノ井線,
赤瀬,あかせ,43,1771,ＪＲ九州　三角線,
県,あがた,9,481,東武伊勢崎線,
あかぢ,あかぢ,40,,平成筑豊鉄道伊田線,
赤塚,あかつか,8,434,ＪＲ東日本　常磐線,
明塚,あかつか,32,,ＪＲ西日本　三江線,
暁学園前,あかつきがくえんまえ,24,1153,三岐鉄道三岐線,
赤土坂,あかつちさか,21,996,＃名鉄美濃町線,
赤野,あかの,39,1618,土佐くろしお鉄道阿佐線,
吾野,あがの,11,560,西武池袋線,西武西武秩父線
赤羽,あかばね,13,692,ＪＲ東日本　東北本線,ＪＲ東日本　東北本線＜京浜東北線＞
赤羽岩淵,あかばねいわぶち,13,692,営団南北線,埼玉高速鉄道
赤羽橋,あかばねばし,13,678,東京都営大江戸線,
赤平,あかびら,1,27,ＪＲ北海道　根室本線,
赤渕,あかぶち,3,,ＪＲ東日本　田沢湖線,
英賀保,あがほ,28,1320,ＪＲ西日本　山陽本線,
赤星,あかぼし,38,,ＪＲ四国　予讃線,
赤堀,あかほり,24,1153,近鉄内部線,
赤間,あかま,40,1680,ＪＲ九州　鹿児島本線,
赤水,あかみず,43,,ＪＲ九州　豊肥本線,
赤目口,あかめぐち,24,1158,近鉄大阪線,
赤湯,あかゆ,6,352,ＪＲ東日本　奥羽本線,山形鉄道フラワー長井線
上道,あがりみち,31,1432,ＪＲ西日本　境線,
阿川,あがわ,35,,ＪＲ西日本　山陰本線,
安芸,あき,39,1618,土佐くろしお鉄道阿佐線,
阿木,あぎ,21,997,明知鉄道明知線,
安芸阿賀,あきあが,34,1509,ＪＲ西日本　呉線,
安芸飯室,あきいむろ,34,1506,ＪＲ西日本　可部線,
安芸亀山,あきかめやま,34,1506,ＪＲ西日本　可部線,
秋川,あきがわ,13,723,ＪＲ東日本　五日市線,
安芸川尻,あきかわじり,34,,ＪＲ西日本　呉線,
安芸幸崎,あきさいざき,34,1511,ＪＲ西日本　呉線,
昭島,あきしま,13,705,ＪＲ東日本　青梅線,
秋田,あきた,5,311,ＪＲ東日本　奥羽本線,ＪＲ東日本　羽越本線
あきた白神,あきたしらかみ,5,,ＪＲ東日本　五能線,
秋津,あきつ,13,711,西武池袋線,
安芸津,あきつ,34,,ＪＲ西日本　呉線,
安芸長束,あきながつか,34,1505,ＪＲ西日本　可部線,
安芸中野,あきなかの,34,1507,ＪＲ西日本　山陽本線,
安芸長浜,あきながはま,34,1510,ＪＲ西日本　呉線,
秋葉原,あきはばら,13,676,ＪＲ東日本　東北本線,ＪＲ東日本　総武本線（緩行線）
安芸矢口,あきやぐち,34,1506,ＪＲ西日本　芸備線,
秋山,あきやま,12,628,北総開発鉄道北総・公団線,
鮎喰,あくい,36,1553,ＪＲ四国　徳島線,
阿久比,あぐい,23,,名鉄河和線,
阿久根,あくね,46,1856,ＪＲ九州　鹿児島本線,
阿倉川,あくらがわ,24,1153,近鉄名古屋線,
上ゲ,あげ,23,,名鉄河和線,
上尾,あげお,11,569,ＪＲ東日本　高崎線,
阿下喜,あげき,24,,近鉄北勢線,
明智,あけち,21,,明知鉄道明知線,
明智,あけち,21,1005,名鉄広見線,
明戸,あけと,11,,秩父鉄道秩父本線,
明野,あけの,24,,近鉄山田線,
曙町,あけぼのちょう,39,1616,＃土佐電気鉄道[伊野線],
曙町東町,あけぼのちょうひがしまち,39,1616,＃土佐電気鉄道[伊野線],
曙橋,あけぼのばし,13,679,東京都営新宿線,
上松,あげまつ,20,,ＪＲ東海　中央本線,
安子ヶ島,あこがしま,7,377,ＪＲ東日本　磐越西線,
阿漕,あこぎ,24,1152,ＪＲ東海　紀勢本線,
厚狭,あさ,35,,ＪＲ西日本　山陽新幹線,ＪＲ西日本　山陽本線
朝霞,あさか,11,576,東武東上本線,
浅香,あさか,27,1262,ＪＲ西日本　阪和線,
朝霞台,あさかだい,11,576,東武東上本線,
安積永盛,あさかながもり,7,377,ＪＲ東日本　東北本線,ＪＲ東日本　水郡線
阿佐ヶ谷,あさがや,13,690,ＪＲ東日本　中央本線,
浅香山,あさかやま,27,1262,南海高野線,
浅川,あさかわ,36,,ＪＲ四国　牟岐線,
浅岸,あさぎし,3,236,ＪＲ東日本　山田線,
朝霧,あさぎり,28,1322,ＪＲ西日本　山陽本線,
浅草,あさくさ,13,681,営団銀座線,東京都営浅草線
浅草橋,あさくさばし,13,681,ＪＲ東日本　総武本線（緩行線）,東京都営浅草線
朝倉,あさくら,23,1117,名鉄常滑線,
朝倉,あさくら,39,1616,ＪＲ四国　土讃線,
朝倉,あさくら,39,1616,＃土佐電気鉄道[伊野線],
朝倉駅前,あさくらえきまえ,39,1616,＃土佐電気鉄道[伊野線],
朝倉街道,あさくらかいどう,40,1677,西鉄天神大牟田線,
朝倉神社前,あさくらじんじゃまえ,39,1616,＃土佐電気鉄道[伊野線],
朝地,あさじ,44,,ＪＲ九州　豊肥本線,
朝潮橋,あさしおばし,27,1242,大阪市営中央線,
浅内,あさない,3,,ＪＲ東日本　岩泉線,
朝菜町,あさなまち,16,836,富山地方鉄道上滝線,
浅海,あさなみ,38,,ＪＲ四国　予讃線,
浅野,あさの,14,738,ＪＲ東日本　鶴見線,ＪＲ東日本　鶴見線（海芝浦支線）
旭,あさひ,12,634,ＪＲ東日本　総武本線,
朝陽,あさひ,20,914,長野電鉄長野線,
朝日,あさひ,24,,ＪＲ東海　関西本線,
旭,あさひ,39,1616,ＪＲ四国　土讃線,
旭駅前通,あさひえきまえどおり,39,1616,＃土佐電気鉄道[伊野線],
朝日大塚,あさひおおつか,25,,近江鉄道本線,
旭ヶ丘,あさひがおか,4,272,仙台市営南北線,
旭ヶ丘,あさひがおか,16,837,＃万葉線[高岡軌道線],
朝日ヶ丘,あさひがおか,32,1448,一畑電気鉄道北松江線,
旭ヶ丘,あさひがおか,45,1829,ＪＲ九州　日豊本線,
旭川,あさひかわ,1,13,ＪＲ北海道　函館本線,ＪＲ北海道　宗谷本線
旭川四条,あさひかわよじょう,1,13,ＪＲ北海道　宗谷本線,
朝日通,あさひどおり,46,1853,＃鹿児島市営[第一期線],
朝日野,あさひの,25,,近江鉄道本線,
旭浜,あさひはま,1,,ＪＲ北海道　室蘭本線,
旭前,あさひまえ,23,1119,名鉄瀬戸線,
旭町一丁目,あさひまちいっちょうめ,39,1616,＃土佐電気鉄道[伊野線],
旭町三丁目,あさひまちさんちょうめ,39,1616,＃土佐電気鉄道[伊野線],
麻生,あさぶ,1,2,札幌市営南北線,
麻布十番,あざぶじゅうばん,13,678,営団南北線,東京都営大江戸線
朝熊,あさま,24,1154,近鉄鳥羽線,
阿左美,あざみ,10,,東武桐生線,
あざみ野,あざみの,14,754,横浜市営３号線,東急田園都市線
浅海井,あざむい,44,,ＪＲ九州　日豊本線,
浅虫温泉,あさむしおんせん,2,195,ＪＲ東日本　東北本線,
朝里,あさり,1,12,ＪＲ北海道　函館本線,
浅利,あさり,32,1454,ＪＲ西日本　山陰本線,
足尾,あしお,9,,わたらせ渓谷鐵道わたらせ渓谷線,
味岡,あじおか,23,1112,名鉄小牧線,
阿字ヶ浦,あじがうら,8,450,茨城交通湊線,
足利,あしかが,9,481,ＪＲ東日本　両毛線,
足利市,あしかがし,9,481,東武伊勢崎線,
芦ヶ久保,あしがくぼ,11,,西武西武秩父線,
鰺ヶ沢,あじがさわ,2,,ＪＲ東日本　五能線,
海鹿島,あしかじま,12,623,銚子電気鉄道,
足ヶ瀬,あしがせ,3,242,ＪＲ東日本　釜石線,
足柄,あしがら,14,770,小田急小田原線,
足柄,あしがら,22,,ＪＲ東海　御殿場線,
芦川,あしがわ,19,,ＪＲ東海　身延線,
安治川口,あじかわぐち,27,1240,ＪＲ西日本　桜島線,
安食,あじき,12,,ＪＲ東日本　成田線,
味坂,あじさか,40,1676,西鉄天神大牟田線,
芦沢,あしさわ,6,351,ＪＲ東日本　奥羽本線,
阿知須,あじす,35,,ＪＲ西日本　宇部線,
足滝,あしだき,15,,ＪＲ東日本　飯山線,
足立,あしだち,33,,ＪＲ西日本　伯備線,
阿品,あじな,34,1519,ＪＲ西日本　山陽本線,
阿品東,あじなひがし,34,1519,＃広島電鉄宮島線,
芦野公園,あしのこうえん,2,,津軽鉄道,
芦ノ牧温泉,あしのまきおんせん,7,376,会津鉄道会津線,
芦ノ牧温泉南,あしのまきおんせんみなみ,7,376,会津鉄道会津線,
芦原,あしはら,23,1095,豊橋鉄道渥美線,
芦原町,あしはらちょう,27,1245,南海高野線,
芦原橋,あしはらばし,27,1245,ＪＲ西日本　大阪環状線,
芦別,あしべつ,1,25,ＪＲ北海道　根室本線,
味鋺,あじま,23,1081,名鉄小牧線,
足守,あしもり,33,,ＪＲ西日本　吉備線,
芦屋,あしや,28,1325,ＪＲ西日本　東海道本線,
芦屋,あしや,28,1325,阪神本線,
芦屋川,あしやがわ,28,1325,阪急神戸本線,
味美,あじよし,23,1100,名鉄小牧線,
味美,あじよし,23,1100,東海交通事業城北線,
足寄,あしょろ,1,,北海道ちほく高原鉄道ふるさと銀河線,
網代,あじろ,22,1047,ＪＲ東日本　伊東線,
飛鳥,あすか,29,,近鉄吉野線,
飛鳥山,あすかやま,13,692,＃東京都営荒川線,
梓橋,あずさばし,20,,ＪＲ東日本　大糸線,
東田,あずまだ,23,1095,＃豊橋鉄道東田本線,
東田坂上,あずまださかうえ,23,1095,＃豊橋鉄道東田本線,
安曇追分,あずみおいわけ,20,,ＪＲ東日本　大糸線,
安曇沓掛,あずみくつかけ,20,925,ＪＲ東日本　大糸線,
アスモ前,あすもまえ,22,1061,天竜浜名湖鉄道天竜浜名湖線,
足羽,あすわ,18,870,ＪＲ西日本　越美北線,
安栖里,あせり,26,,ＪＲ西日本　山陰本線,
阿曽,あそ,24,,ＪＲ東海　紀勢本線,
阿蘇,あそ,43,,ＪＲ九州　豊肥本線,
吾桑,あそう,39,1621,ＪＲ四国　土讃線,
浅水,あそうず,18,870,福井鉄道福武線,
薊野,あぞうの,39,1616,ＪＲ四国　土讃線,
阿蘇下田城ふれあい温泉,あそしもだじょうふれあいおんせん,43,,南阿蘇鉄道高森線,
阿蘇白川,あそしらかわ,43,,南阿蘇鉄道高森線,
愛宕,あたご,4,,ＪＲ東日本　東北本線,
愛宕,あたご,12,629,東武野田線,
愛宕橋,あたごばし,4,274,仙台市営南北線,
新鹿,あたしか,24,1162,ＪＲ東海　紀勢本線,
安達,あだち,7,,ＪＲ東日本　東北本線,
熱海,あたみ,22,1047,ＪＲ東海　東海道新幹線,ＪＲ東日本　東海道本線
阿田和,あたわ,24,,ＪＲ東海　紀勢本線,
厚保,あつ,35,1544,ＪＲ西日本　美祢線,
厚賀,あつが,1,,ＪＲ北海道　日高本線,
厚木,あつぎ,14,778,ＪＲ東日本　相模線,小田急小田原線
厚岸,あっけし,1,,ＪＲ北海道　根室本線,
朝来,あっそ,30,,ＪＲ西日本　紀勢本線,
熱田,あつた,23,1087,ＪＲ東海　東海道本線,
安土,あづち,25,,ＪＲ西日本　東海道本線,
厚床,あっとこ,1,32,ＪＲ北海道　根室本線,
厚内,あつない,1,,ＪＲ北海道　根室本線,
厚中問屋,あつなかとんや,26,1213,北近畿タンゴ鉄道宮福線,
安比高原,あっぴこうげん,3,,ＪＲ東日本　花輪線,
厚別,あつべつ,1,8,ＪＲ北海道　函館本線,
吾妻,あづま,42,,島原鉄道,
あつみ温泉,あつみおんせん,6,,ＪＲ東日本　羽越本線,
左沢,あてらざわ,6,,ＪＲ東日本　左沢線,
安登,あと,34,,ＪＲ西日本　呉線,
安曇川,あどがわ,25,,ＪＲ西日本　湖西線,
穴川,あながわ,12,619,千葉都市モノレール２号線,
穴川,あながわ,24,,近鉄志摩線,
穴内,あなない,39,1618,土佐くろしお鉄道阿佐線,
穴吹,あなぶき,36,,ＪＲ四国　徳島線,
穴部,あなべ,14,770,伊豆箱根鉄道大雄山線,
穴水,あなみず,17,,のと鉄道七尾線,のと鉄道能登線
穴守稲荷,あなもりいなり,13,686,京急空港線,
穴山,あなやま,19,892,ＪＲ東日本　中央本線,
阿南,あなん,36,1556,ＪＲ四国　牟岐線,
阿仁合,あにあい,5,,秋田内陸縦貫鉄道秋田内陸線,
兄畑,あにはた,3,,ＪＲ東日本　花輪線,
阿仁前田,あにまえだ,5,,秋田内陸縦貫鉄道秋田内陸線,
阿仁マタギ,あにまたぎ,5,,秋田内陸縦貫鉄道秋田内陸線,
姉ヶ崎,あねがさき,12,638,ＪＲ東日本　内房線,
姉別,あねべつ,1,,ＪＲ北海道　根室本線,
穴太,あのう,24,,近鉄北勢線,
穴太,あのお,25,1183,京阪石山坂本線,
穴生,あのお,40,1656,＃筑豊電気鉄道,
網走,あばしり,1,20,ＪＲ北海道　石北本線,ＪＲ北海道　釧網本線
網引,あびき,28,1338,北条鉄道北条線,
我孫子,あびこ,12,641,ＪＲ東日本　常磐線,ＪＲ東日本　成田線
あびこ,あびこ,27,1253,大阪市営御堂筋線,
我孫子町,あびこちょう,27,1253,ＪＲ西日本　阪和線,
我孫子前,あびこまえ,27,1253,南海高野線,
我孫子道,あびこみち,27,1253,＃阪堺電気軌道阪堺線,
安平,あびら,1,,ＪＲ北海道　室蘭本線,
あぶくま,あぶくま,4,,阿武隈急行,
アプトいちしろ,あぷといちしろ,22,,大井川鐵道井川線,
油川,あぶらかわ,2,195,ＪＲ東日本　津軽線,
油津,あぶらつ,45,1830,ＪＲ九州　日南線,
油田,あぶらでん,16,842,ＪＲ西日本　城端線,
油日,あぶらひ,25,,ＪＲ西日本　草津線,
阿分,あふん,1,,ＪＲ北海道　留萌本線,
安部,あべ,31,,若桜鉄道若桜線,
安倍川,あべかわ,22,1034,ＪＲ東海　東海道本線,
阿倍野,あべの,27,1252,大阪市営谷町線,＃阪堺電気軌道上町線
安部山公園,あべやまこうえん,40,1654,ＪＲ九州　日豊本線,
阿母崎,あぼざき,42,,島原鉄道,
網干,あぼし,28,1320,ＪＲ西日本　山陽本線,
海士有木,あまありき,12,638,小湊鉄道,
尼ヶ坂,あまがさか,23,1081,名鉄瀬戸線,
尼崎,あまがさき,28,1321,ＪＲ西日本　東海道本線,ＪＲ西日本　福知山線
尼崎,あまがさき,28,1321,阪神本線,阪神西大阪線
尼崎センタープール前,あまがさきせんたーぷーるまえ,28,1321,阪神本線,
天ヶ瀬,あまがせ,44,,ＪＲ九州　久大本線,
尼ヶ辻,あまがつじ,29,1360,近鉄橿原線,
甘木,あまぎ,40,,西鉄甘木線,
甘木,あまぎ,40,,甘木鉄道甘木線,
尼子,あまご,25,,近江鉄道本線,
甘地,あまじ,28,,ＪＲ西日本　播但線,
天津,あまつ,44,1819,ＪＲ九州　日豊本線,
天岩戸,あまのいわと,45,,高千穂鉄道高千穂線,
天橋立,あまのはしだて,26,1217,北近畿タンゴ鉄道宮津線,
雨晴,あまはらし,16,837,ＪＲ西日本　氷見線,
あまや,あまや,7,376,会津鉄道会津線,
天見,あまみ,27,1284,南海高野線,
余子,あまりこ,31,1432,ＪＲ西日本　境線,
餘部,あまるべ,28,,ＪＲ西日本　山陰本線,
余目,あまるめ,6,,ＪＲ東日本　羽越本線,ＪＲ東日本　陸羽西線
網野,あみの,26,,北近畿タンゴ鉄道宮津線,
雨宮,あめのみや,20,,長野電鉄河東線,
安茂里,あもり,20,914,ＪＲ東日本　信越本線,
綾織,あやおり,3,242,ＪＲ東日本　釜石線,
愛子,あやし,4,272,ＪＲ東日本　仙山線,
綾瀬,あやせ,13,696,ＪＲ東日本　常磐線,営団千代田線
綾ノ町,あやのちょう,27,1262,＃阪堺電気軌道阪堺線,
綾部,あやべ,26,1215,ＪＲ西日本　山陰本線,ＪＲ西日本　舞鶴線
菖蒲池,あやめいけ,29,1360,近鉄奈良線,
あやめ公園,あやめこうえん,6,348,山形鉄道フラワー長井線,
綾羅木,あやらぎ,35,1534,ＪＲ西日本　山陰本線,
鮎貝,あゆかい,6,,山形鉄道フラワー長井線,
鮎川,あゆかわ,5,,由利高原鉄道鳥海山ろく線,
鮎川,あゆかわ,8,435,日立電鉄,
新井,あらい,15,,ＪＲ東日本　信越本線,
荒井,あらい,28,1334,山陽電気鉄道本線,
新井宿,あらいじゅく,11,556,埼玉高速鉄道,
新居町,あらいまち,22,,ＪＲ東海　東海道本線,
新井薬師前,あらいやくしまえ,13,689,西武新宿線,
荒尾,あらお,21,993,ＪＲ東海　東海道本線＜美濃赤坂線＞,
荒尾,あらお,43,1766,ＪＲ九州　鹿児島本線,
荒河かしの木台,あらがかしのきだい,26,1213,北近畿タンゴ鉄道宮福線,
荒川一中前,あらかわいっちゅうまえ,13,693,＃東京都営荒川線,
荒川沖,あらかわおき,8,436,ＪＲ東日本　常磐線,
荒川区役所前,あらかわくやくしょまえ,13,693,＃東京都営荒川線,
荒川車庫前,あらかわしゃこまえ,13,693,＃東京都営荒川線,
荒川七丁目,あらかわななちょうめ,13,693,＃東京都営荒川線,
荒川二丁目,あらかわにちょうめ,13,693,＃東京都営荒川線,
荒川遊園地前,あらかわゆうえんちまえ,13,693,＃東京都営荒川線,
新木,あらき,12,641,ＪＲ東日本　成田線,
荒木,あらき,40,1665,ＪＲ九州　鹿児島本線,
荒島,あらしま,32,1453,ＪＲ西日本　山陰本線,
嵐山,あらしやま,26,1209,＃京福電気鉄道嵐山本線,
嵐山,あらしやま,26,1212,阪急嵐山線,
荒瀬,あらせ,5,,秋田内陸縦貫鉄道秋田内陸線,
新野,あらたの,36,1556,ＪＲ四国　牟岐線,
荒田八幡,あらたはちまん,46,1853,＃鹿児島市営[谷山線],
新瑞橋,あらたまばし,23,1086,名古屋市営４号線,名古屋市営桜通線
荒砥,あらと,6,,山形鉄道フラワー長井線,
荒畑,あらはた,23,1085,名古屋市営鶴舞線,
荒浜,あらはま,15,,ＪＲ東日本　越後線,
荒町,あらまち,4,,くりはら田園鉄道,
荒町,あらまち,16,836,＃富山地方鉄道[本線],
荒本,あらもと,27,1295,近鉄東大阪線,
新屋,あらや,5,311,ＪＲ東日本　羽越本線,
新屋,あらや,10,,上毛電気鉄道上毛線,
荒屋新町,あらやしんまち,3,,ＪＲ東日本　花輪線,
荒谷前,あらやまえ,3,,ＪＲ東日本　釜石線,
有明,ありあけ,13,683,ゆりかもめ東京臨海新交通臨海線,
有明,ありあけ,20,,ＪＲ東日本　大糸線,
有井,ありい,24,1162,ＪＲ東海　紀勢本線,
有井川,ありいがわ,39,,土佐くろしお鉄道中村線,
有家,ありえ,42,,島原鉄道,
有岡,ありおか,39,,土佐くろしお鉄道宿毛線,
有壁,ありかべ,4,,ＪＲ東日本　東北本線,
有佐,ありさ,43,,ＪＲ九州　鹿児島本線,
有栖川,ありすがわ,26,1209,＃京福電気鉄道嵐山本線,
有田,ありた,41,,ＪＲ九州　佐世保線,松浦鉄道西九州線
有戸,ありと,2,,ＪＲ東日本　大湊線,
有畑,ありはた,2,,ＪＲ東日本　大湊線,
有馬温泉,ありまおんせん,28,1317,神戸電鉄有馬線,
有間川,ありまがわ,15,818,ＪＲ西日本　北陸本線,
有馬口,ありまぐち,28,1317,神戸電鉄有馬線,神戸電鉄三田線
有松,ありまつ,23,1092,名鉄名古屋本線,
有馬吉川,ありまよしかわ,42,,島原鉄道,
有峰口,ありみねぐち,16,,富山地方鉄道立山線,
在良,ありよし,24,1156,近鉄北勢線,
安和,あわ,39,1621,ＪＲ四国　土讃線,
阿波赤石,あわあかいし,36,1555,ＪＲ四国　牟岐線,
安房天津,あわあまつ,12,,ＪＲ東日本　外房線,
粟井,あわい,38,,ＪＲ四国　予讃線,
阿波池田,あわいけだ,36,,ＪＲ四国　土讃線,
阿波大谷,あわおおたに,36,1554,ＪＲ四国　鳴門線,
阿波大宮,あわおおみや,36,,ＪＲ四国　高徳線,
阿波海南,あわかいなん,36,,ＪＲ四国　牟岐線,
粟ヶ崎,あわがさき,17,,北陸鉄道浅野川線,
安房勝山,あわかつやま,12,,ＪＲ東日本　内房線,
阿波加茂,あわかも,36,,ＪＲ四国　徳島線,
安房鴨川,あわかもがわ,12,642,ＪＲ東日本　外房線,ＪＲ東日本　内房線
阿波川口,あわかわぐち,36,,ＪＲ四国　土讃線,
阿波川島,あわかわしま,36,,ＪＲ四国　徳島線,
阿波川端,あわかわばた,36,,ＪＲ四国　高徳線,
あわくら温泉,あわくらおんせん,33,,智頭急行智頭線,
安房小湊,あわこみなと,12,,ＪＲ東日本　外房線,
阿波座,あわざ,27,1241,大阪市営千日前線,大阪市営中央線
淡路,あわじ,27,1247,阪急京都本線,阪急千里線
淡路町,あわじちょう,13,676,営団丸ノ内線,
阿波橘,あわたちばな,36,1556,ＪＲ四国　牟岐線,
粟津,あわづ,17,853,ＪＲ西日本　北陸本線,
粟津,あわづ,25,1183,京阪石山坂本線,
阿波富田,あわとみだ,36,1553,ＪＲ四国　牟岐線,
阿波中島,あわなかしま,36,,ＪＲ四国　牟岐線,
粟野,あわの,18,871,ＪＲ西日本　小浜線,
阿波半田,あわはんだ,36,,ＪＲ四国　徳島線,
阿波福井,あわふくい,36,1556,ＪＲ四国　牟岐線,
粟屋,あわや,34,1515,ＪＲ西日本　三江線,
阿波山川,あわやまかわ,36,,ＪＲ四国　徳島線,
芦原温泉,あわらおんせん,18,,ＪＲ西日本　北陸本線,
